cond,kind,alpha,bt_version,ckpt,budget,opponent,seed,side,score,win,draw,loss,outcome,duration,damage_dealt,damage_taken,wez_time,surv_time,viol_deck,viol_over_g,viol_sep,mean_es
BT-v1,bt,0.0,-1,,-1,BT-v2,10009,0,0.0,0,0,1,gun_kill,117.881608974244,77.56911881018283,30.8857362719261,2.158694284006401,107.6808183770386,0.00196513932165825,0.0020606334840919797,0.0,4032.8871928869758
BT-v1,bt,0.0,-1,,-1,BT-v2,10009,1,0.0,0,0,1,gun_kill,58.43491908309302,18.271237892656245,88.00981213040697,6.498683184890032,90.1100465014216,0.0024292323545013045,0.001893464929114197,0.0,5244.745509905262
BT-v1,bt,0.0,-1,,-1,BT-v2,10010,0,0.0,0,0,1,gun_kill,52.243206628989675,14.124655690103161,67.00618493149359,5.716948293238022,45.034763590404495,0.0018597692090133022,0.001694192172081903,0.0,4684.202302650669
BT-v1,bt,0.0,-1,,-1,BT-v2,10010,1,0.0,0,0,1,gun_kill,47.471679560171424,52.60222486178752,52.34347273949199,0.7114851219701759,118.37484238140357,0.002760781549337854,0.0019645771558220605,0.0,5317.947603676166
BT-v1,bt,0.0,-1,,-1,BT-v2,10011,0,0.0,0,0,1,gun_kill,83.08830254888554,31.9681636282665,18.75077157277849,5.380213071334954,47.55966586111245,0.0015706075059701804,0.0008763954221804205,0.0,5887.269279373143
BT-v1,bt,0.0,-1,,-1,BT-v2,10011,1,1.0,1,0,0,gun_kill,74.99755412927567,74.40974792826482,17.72267404746588,3.104533854276154,35.66059486094742,0.0016697307916813686,0.0029645656669057647,0.0,4185.275125073903
BT-v1,bt,0.0,-1,,-1,BT-v2,10012,0,0.0,0,0,1,gun_kill,72.50703030750103,91.26219336408856,76.59171177388724,7.322591680894127,41.46627081440157,0.0016071613227135887,0.0013926682649748083,0.0,5606.562883041957
BT-v1,bt,0.0,-1,,-1,BT-v2,10012,1,0.0,0,0,1,gun_kill,74.69145244189677,16.35434161964803,67.37334377272737,2.544139102766384,93.97918769393505,0.0027016787909907706,0.001893362954923035,0.0,5368.997197379611
BT-v1,bt,0.0,-1,,-1,BT-v2,10013,0,1.0,1,0,0,gun_kill,82.08826529911522,19.723494729586854,80.81367518135681,3.9107682890340794,118.98258000310378,0.0011728219170194757,0.0007620417000391581,0.0,5402.751109825827
BT-v1,bt,0.0,-1,,-1,BT-v2,10013,1,0.0,0,0,1,gun_kill,103.2180657761672,60.28489052411163,65.51210639913802,7.309526101659111,35.874337477016226,0.003232467107895186,0.0021394525881097,0.0,3976.6368483021133
BT-v1,bt,0.0,-1,,-1,BT-v2,10014,0,0.0,0,0,1,gun_kill,100.30714518687404,48.55351387795878,42.26283964247812,7.020231246974369,37.813338499340475,0.0013548562528515322,0.0025633018520356482,0.0,5397.589139148344
BT-v1,bt,0.0,-1,,-1,BT-v2,10014,1,0.5,0,1,0,timeout,101.69752644714491,22.532844187566514,36.23079504845691,3.3395848976350386,78.72689852671482,0.0012539133846256377,0.0017577151073787786,0.0,3000.902070320769
BT-v1,bt,0.0,-1,,-1,BT-v2,10015,0,0.0,0,0,1,gun_kill,106.66883210108313,13.893167912019756,70.37857692667978,6.56882470715711,118.36454905846144,0.002728870234186357,0.0014530031708258795,0.0,5939.06612552897
BT-v1,bt,0.0,-1,,-1,BT-v2,10015,1,0.0,0,0,1,gun_kill,75.33092812805211,75.34465385839052,91.38376676731629,3.8091765757500244,107.74076169873764,0.002316179815906567,0.0017378023863024454,0.0,5302.956809950421
BT-v1,bt,0.0,-1,,-1,BT-v2,10016,0,0.0,0,0,1,gun_kill,38.446063808997565,39.138042630466416,7.374101339780593,3.8093357057359647,68.56856473286314,0.002512611200297908,0.0011806284341146218,0.0,3368.07198052822
BT-v1,bt,0.0,-1,,-1,BT-v2,10016,1,0.0,0,0,1,gun_kill,91.56454032675296,82.37813583927716,89.68012322637598,4.6665603753878075,33.61963988141406,0.0011173278039541261,0.002583026114552585,0.0,5477.871666511198
BT-v1,bt,0.0,-1,,-1,BT-v2,10017,0,0.0,0,0,1,gun_kill,103.19196858277732,99.70102930724917,35.05548113678881,1.3681715201653928,65.25073195085125,0.0019821882783152196,0.001897068145207567,0.0,4765.1403282876445
BT-v1,bt,0.0,-1,,-1,BT-v2,10017,1,1.0,1,0,0,gun_kill,95.35111598405823,28.008240186649946,19.06175604040182,6.903599988665556,80.79715390085346,0.0027211086384767136,0.0021237687246113673,0.0,3258.037308183008
BT-v1,bt,0.0,-1,,-1,BT-v2,10018,0,0.0,0,0,1,gun_kill,59.51840607881422,17.54097499850811,67.47986499672788,2.902575606903489,59.69062492445423,0.0022112012654507494,0.0026701699247893523,0.0,4536.520973513205
BT-v1,bt,0.0,-1,,-1,BT-v2,10018,1,1.0,1,0,0,gun_kill,44.703128202326056,88.3418733633562,78.92475482526763,4.454683920431922,50.020805639222424,0.0024509333662327826,0.0018390472628776796,0.0,5138.980892813763
BT-v1,bt,0.0,-1,,-1,BT-v2,10019,0,0.0,0,0,1,gun_kill,88.14405212097193,61.13386842752012,7.371643262453754,1.9712477524078045,81.69402432881387,0.002164966248677744,0.003023989599629204,0.0,5771.236072125544
BT-v1,bt,0.0,-1,,-1,BT-v2,10019,1,1.0,1,0,0,gun_kill,83.09645333845776,69.62151061034567,13.654341430088612,2.50076517680937,94.43260622329448,0.0024354876551240475,0.0009296349875500874,0.0,3716.831135073842
BT-v1,bt,0.0,-1,,-1,BT-v2,10020,0,0.0,0,0,1,gun_kill,82.64844122031104,47.658842170577046,25.615002142789233,0.5812667891865679,31.610227880727773,0.002591422146263001,0.0026953353431147554,0.0,5926.598935280461
BT-v1,bt,0.0,-1,,-1,BT-v2,10020,1,1.0,1,0,0,gun_kill,70.68799094943975,39.465979707096,23.231147528553098,5.9900458000314805,87.93342858722792,0.0015463885940672612,0.0014645882242994355,0.0,4058.2302470892155
BT-v1,bt,0.0,-1,,-1,BT-v2,10021,0,0.0,0,0,1,gun_kill,68.4049029357217,4.061756187274524,19.40274549007932,7.560197186437012,44.63127522779864,0.002659835288153914,0.002503258396070538,0.0,4173.881271234324
BT-v1,bt,0.0,-1,,-1,BT-v2,10021,1,0.0,0,0,1,gun_kill,104.16016268849273,68.06863255702125,83.6943736429071,6.06077268665699,92.21443314965441,0.0016589472905027159,0.0013174999166297892,0.0,3537.18806274898
BT-v1,bt,0.0,-1,,-1,BT-v2,10022,0,0.0,0,0,1,gun_kill,37.80131908030885,42.585624029402155,39.67518871534252,1.617344751803877,114.41145977723903,0.0023718758509453323,0.002062339227117454,0.0,3968.762410991935
BT-v1,bt,0.0,-1,,-1,BT-v2,10022,1,0.0,0,0,1,gun_kill,53.82256155495959,83.06942655177309,17.311363702046545,4.691026838387022,116.25684016614528,0.003483162121510525,0.001060568882699491,0.0,4723.669947267119
BT-v1,bt,0.0,-1,,-1,BT-v2,10023,0,0.0,0,0,1,gun_kill,105.33423285480035,77.82482261019283,88.84898869115003,5.051932138092933,62.07280917389143,0.0017749167848999515,0.0,0.0,5332.632371645116
BT-v1,bt,0.0,-1,,-1,BT-v2,10023,1,1.0,1,0,0,gun_kill,81.94781540879316,53.58989295791143,67.19028034776905,6.083892789322,39.8845097457518,0.0029689155770041276,0.0027581374500747725,0.0,4756.438757281865
BT-v1,bt,0.0,-1,,-1,BT-v2,10024,0,0.0,0,0,1,gun_kill,76.80227314841832,46.28678091292717,28.67688654485352,1.8332133599736524,92.57718954826366,0.003365857554420414,0.0013724316497995604,0.0,5915.512249833337
BT-v1,bt,0.0,-1,,-1,BT-v2,10024,1,0.0,0,0,1,gun_kill,77.80945108888437,84.11753515449676,48.652043330315486,3.8075589608026146,53.244696006978316,0.0016202953250955407,0.002524421833628057,0.0,5532.332904717127
BT-v1,bt,0.0,-1,,-1,BT-v2,10025,0,0.0,0,0,1,gun_kill,63.193936502635516,57.57220912190522,56.34124736739899,7.4925286677943514,64.89067907601203,0.002394087807627866,0.0019875804343076945,0.0,5684.185490660606
BT-v1,bt,0.0,-1,,-1,BT-v2,10025,1,1.0,1,0,0,gun_kill,47.84016277555341,63.62836535994598,78.88451556348379,4.853540053924403,47.243027651390236,0.002820715859142426,0.0019408349583982833,0.0,5446.531219977034
BT-v1,bt,0.0,-1,,-1,BT-v2,10026,0,1.0,1,0,0,gun_kill,36.76194253855053,55.104499579330465,19.181714813525463,0.5393897638741567,99.59381382371414,0.0014384808948880283,0.001908438150903902,0.0,3882.2290805048533
BT-v1,bt,0.0,-1,,-1,BT-v2,10026,1,0.5,0,1,0,timeout,62.48742832455157,57.69076431162621,52.78200781124773,2.8427934493815705,87.36788813143633,0.0029806218003839654,0.0017244051638683879,0.0,4161.884745155622
BT-v1,bt,0.0,-1,,-1,BT-v2,10027,0,0.0,0,0,1,gun_kill,83.27125048926995,34.03238573806664,30.320101266424526,4.365991032154293,85.11075651016657,0.0016592671524450196,0.0020659079093379327,0.0,4697.321721648766
BT-v1,bt,0.0,-1,,-1,BT-v2,10027,1,0.0,0,0,1,gun_kill,68.52220671395565,84.30147145899906,8.132369130695693,7.001826029615775,114.75355399768978,0.002099314479769213,0.0021522999488920243,0.0,4449.025240301398
BT-v1,bt,0.0,-1,,-1,BT-v2,10028,0,1.0,1,0,0,gun_kill,117.4468128856741,89.76984351175483,96.06648859302716,4.830957261926022,76.36443302123779,0.0029050251351356634,0.002317569884979878,0.0,3745.6730291017357
BT-v1,bt,0.0,-1,,-1,BT-v2,10028,1,0.0,0,0,1,gun_kill,69.57295049689782,77.3556228309299,50.09379569884867,1.4668499448410204,56.633416230847196,0.0015040743343814047,0.0017967199439489312,0.0,3041.2135758494355
BT-v1,bt,0.0,-1,,-1,BT-v2,10029,0,0.5,0,1,0,timeout,98.59774546732977,61.4157273742888,32.414637580737605,5.737927514363946,73.60631697988859,0.0008005923934249826,0.0019012841344208844,0.0,3456.8848885464417
BT-v1,bt,0.0,-1,,-1,BT-v2,10029,1,1.0,1,0,0,gun_kill,68.90384679116394,51.214911962090035,19.46093477322345,6.239558167908653,108.15880389755067,0.0022029818016369726,0.0019281973011416734,0.0,4783.123807538277
BT-v1,bt,0.0,-1,,-1,BT-v2,10030,0,0.0,0,0,1,gun_kill,43.272520901882075,28.087106140315644,73.07059958584028,4.545538514341013,110.99512140950536,0.0008959605945221074,0.0022610660792333455,0.0,3919.521652592107
BT-v1,bt,0.0,-1,,-1,BT-v2,10030,1,1.0,1,0,0,gun_kill,88.56897012870584,26.468600182269554,86.22755206430473,2.1651871652168664,90.6023668102633,0.0011418821063437917,0.00198422747577271,0.0,5686.250326895514
BT-v1,bt,0.0,-1,,-1,BT-v2,10031,0,1.0,1,0,0,gun_kill,43.48339912879159,12.190222133530625,7.6439020918216976,4.273848188829925,44.915803675704495,0.0011251569927893442,0.00212287703999735,0.0,4123.820915204573
BT-v1,bt,0.0,-1,,-1,BT-v2,10031,1,0.0,0,0,1,gun_kill,49.4875470609142,35.59062195172905,22.279143552845216,2.254624850677806,113.41839546557324,0.00173587827941433,0.002096740212203825,0.0,4833.5233573025225
BT-v1,bt,0.0,-1,,-1,BT-v2,10032,0,0.0,0,0,1,gun_kill,89.42488904349162,8.475896722401387,58.190257903468925,5.887388799183805,101.60115295291045,0.0025397345285317844,0.0019594167999512154,0.0,3251.220971690337
BT-v1,bt,0.0,-1,,-1,BT-v2,10032,1,0.5,0,1,0,timeout,113.48029285193664,47.26175288334824,89.5473907147648,3.677399626216199,97.96062959041143,0.0015173517798529972,0.0029323589579713922,0.0,3951.537830001539
BT-v1,bt,0.0,-1,,-1,BT-v2,10033,0,0.0,0,0,1,gun_kill,53.91372618629248,0.6176828784278166,72.1165786116842,5.4128357059566365,89.12113049331094,0.0012786636848833093,0.0024523698940005284,0.0,3345.836859235543
BT-v1,bt,0.0,-1,,-1,BT-v2,10033,1,0.0,0,0,1,gun_kill,30.59386714026343,18.284287895470065,42.08784051953482,3.026955043269237,40.706864617306586,0.0009367782391747233,0.0009040874400391516,0.0,4132.390294597302
BT-v1,bt,0.0,-1,,-1,BT-v2,10034,0,0.0,0,0,1,gun_kill,50.78298858404493,14.382527227092346,74.88998444884865,5.349825038096439,68.64336239652863,0.0021489028423880467,0.0025480875162760103,0.0,5249.867249778643
BT-v1,bt,0.0,-1,,-1,BT-v2,10034,1,1.0,1,0,0,gun_kill,92.03715632371657,35.563708638178596,91.51186148896831,6.01231750086713,54.63580532100567,0.0015338867441799442,0.0018191318281070576,0.0,3554.472043435195
BT-v1,bt,0.0,-1,,-1,BT-v2,10035,0,0.5,0,1,0,timeout,95.88720750328959,52.616803050162154,46.437540789406626,1.780266710177468,98.082039932365,0.0026253685364108943,0.0026355845374975064,0.0,5419.080958724928
BT-v1,bt,0.0,-1,,-1,BT-v2,10035,1,0.5,0,1,0,timeout,108.9135962939648,60.1664104232256,78.9544646958382,1.4992261834329685,58.45996809088201,0.002022606768752146,0.0028680126807163458,0.0,4417.401073432591
BT-v1,bt,0.0,-1,,-1,BT-v2,10036,0,0.0,0,0,1,gun_kill,45.58714787208383,85.1485914629652,88.90462941434096,0.604152284488781,30.845133265906412,0.0016176818291965612,0.0022203746787322954,0.0,5911.348220245522
BT-v1,bt,0.0,-1,,-1,BT-v2,10036,1,1.0,1,0,0,gun_kill,100.31747387054712,47.542495358772875,12.987352477313463,2.9286424693652684,64.28112663728197,0.0030149781463393796,0.0016352997738248967,0.0,4259.756493607725
BT-v1,bt,0.0,-1,,-1,BT-v2,10037,0,0.0,0,0,1,gun_kill,71.29745120834247,95.01350121123174,3.053207158355553,0.528882068585756,32.50343155775423,0.0015267987920646708,0.0024173709947435465,0.0,4729.260543879145
BT-v1,bt,0.0,-1,,-1,BT-v2,10037,1,0.0,0,0,1,gun_kill,59.86325267926534,24.567749270908678,72.54085871405749,3.807182346396563,43.428913144437054,0.002812762894854801,0.0012929550088069649,0.0,5581.237004636774
BT-v1,bt,0.0,-1,,-1,BT-v2,10038,0,0.0,0,0,1,gun_kill,75.90801067362332,15.345456636464716,22.565741227847802,3.628191112167481,106.66716362450522,0.002205249598106669,0.002074442433066839,0.0,5267.815924671539
BT-v1,bt,0.0,-1,,-1,BT-v2,10038,1,0.5,0,1,0,timeout,118.44875506747488,42.87271374848053,83.71963489035463,0.11633305088815504,94.63991385838514,0.0015760351951551088,0.0029637077662515135,0.0,3596.4774010967367
BT-v1,bt,0.0,-1,,-1,BT-v2,10039,0,0.0,0,0,1,gun_kill,47.968051204306875,56.15867040751434,59.73456235768031,6.867547418396093,71.99998857170489,0.0029104787792243406,0.001757155042415421,0.0,5869.003978267856
BT-v1,bt,0.0,-1,,-1,BT-v2,10039,1,0.0,0,0,1,gun_kill,112.08947348856137,94.23605323086545,80.22461563180588,0.978940372764054,41.198573841091445,0.00023856219949751432,0.0017807669261290858,0.0,4155.456972678818
BT-v1,bt,0.0,-1,,-1,BT-v2,10040,0,1.0,1,0,0,gun_kill,98.59544967543489,85.44977036455471,13.28046270642882,4.1346794941122775,65.55116369978282,0.0017396694962056548,0.002876458757065372,0.0,5192.427147444519
BT-v1,bt,0.0,-1,,-1,BT-v2,10040,1,0.0,0,0,1,gun_kill,118.04233026175929,41.963307594794706,98.76708696600728,3.323508666345079,46.44017862517279,0.0023084947213344925,0.0022397607736673888,0.0,4697.264192505168
BT-v1,bt,0.0,-1,,-1,BT-v2,10041,0,0.0,0,0,1,gun_kill,47.970953233770885,3.4406935678024553,98.70333435599575,6.539121144623251,41.13347294635293,0.0013278942164965581,0.0019288582092850004,0.0,3741.8542211649783
BT-v1,bt,0.0,-1,,-1,BT-v2,10041,1,0.0,0,0,1,gun_kill,98.16258111214098,84.59573439320407,13.665200788665876,5.980689401800685,72.28414868458856,0.0011697512422094588,0.001258657510377899,0.0,5535.429242874605
BT-v1,bt,0.0,-1,,-1,BT-v2,10042,0,0.5,0,1,0,timeout,43.93304009944158,99.16847183338881,91.91899892378981,2.318729198528299,103.29728771996986,0.0009871815412104614,0.0025280700049579185,0.0,5323.956705795012
BT-v1,bt,0.0,-1,,-1,BT-v2,10042,1,1.0,1,0,0,gun_kill,56.61185222979293,59.55548548409993,35.5757664231393,5.889870527579636,83.31265824095942,0.0024011461946348545,0.0036685145604638814,0.0,3042.1772554467357
BT-v1,bt,0.0,-1,,-1,BT-v2,10043,0,1.0,1,0,0,gun_kill,44.50870353959865,35.36777120194139,1.1909738341017828,7.439260189309427,51.55580599250352,0.0017866402348214179,0.0020062029293259624,0.0,5822.216147185325
BT-v1,bt,0.0,-1,,-1,BT-v2,10043,1,0.5,0,1,0,timeout,68.80195705841376,29.850727250244834,97.62450350517938,2.918857798938003,37.51836788906686,0.0017548331551238343,0.001148573611677486,0.0,4116.723072585057
BT-v1,bt,0.0,-1,,-1,BT-v2,10044,0,1.0,1,0,0,gun_kill,66.83263060652203,43.90682105123638,99.5299803387861,6.867482604433498,85.88180085779561,0.0011920800015911785,0.002994559890023045,0.0,5276.997006846191
BT-v1,bt,0.0,-1,,-1,BT-v2,10044,1,1.0,1,0,0,gun_kill,64.15378650319414,32.68477975458089,57.04313226114667,5.224425746946304,46.324900954952525,0.0027143191199701603,0.001261435206612056,0.0,3047.5579176821225
BT-v1,bt,0.0,-1,,-1,BT-v2,10045,0,0.5,0,1,0,timeout,60.08812174706743,40.55830200225494,86.91937155246815,3.506440306395791,109.47702013463979,0.0014847073400689125,0.002441790362401183,0.0,3756.909262973237
BT-v1,bt,0.0,-1,,-1,BT-v2,10045,1,0.0,0,0,1,gun_kill,87.97804662029475,21.22260698821593,13.007049345508348,1.0034506292252239,111.81647665643746,0.0022986168185771157,0.0025226163991835283,0.0,5686.08627827933
BT-v1,bt,0.0,-1,,-1,BT-v2,10046,0,1.0,1,0,0,gun_kill,32.93151148331499,18.03360865456828,77.29787056611062,0.12330540896929598,80.77188540160742,0.0027805863641553368,0.00212321463403008,0.0,4438.127089288365
BT-v1,bt,0.0,-1,,-1,BT-v2,10046,1,0.0,0,0,1,gun_kill,56.406743121025514,45.65785036981372,4.571260294579826,6.4761571765593615,111.67490310385206,0.00198792699939051,0.0019713105947124065,0.0,4997.872220964633
BT-v1,bt,0.0,-1,,-1,BT-v2,10047,0,0.0,0,0,1,gun_kill,59.39906134730431,85.65716909439779,0.019000160734350402,5.056961691509099,57.092158288255405,0.0019552989906583646,0.001989034637483496,0.0,3629.3396102608463
BT-v1,bt,0.0,-1,,-1,BT-v2,10047,1,0.0,0,0,1,gun_kill,74.72413385545619,18.72806883090319,88.61749299123011,7.059093295898878,79.46115645265358,0.0025626303059591822,0.002484619736252522,0.0,5404.330093112603
BT-v1,bt,0.0,-1,,-1,BT-v2,10048,0,0.0,0,0,1,gun_kill,98.77437293554807,24.31488392814517,2.448846019798312,5.266024626330486,67.01319250350852,0.002185214234350932,0.0024607793249642666,0.0,4601.256281985714
BT-v1,bt,0.0,-1,,-1,BT-v2,10048,1,0.5,0,1,0,timeout,94.16905868328199,70.93696955124041,68.22828931380144,6.739392434722685,81.9586726720344,0.0020629499030865505,0.002122483965242583,0.0,5666.94197405804
BT-v1,bt,0.0,-1,,-1,BT-v2,10049,0,0.5,0,1,0,timeout,105.77242738293644,50.48895637581793,8.533895076932673,3.5918558985007705,56.20767578812857,0.0018420803683203034,0.0008991446069199036,0.0,3538.366581661372
BT-v1,bt,0.0,-1,,-1,BT-v2,10049,1,0.0,0,0,1,gun_kill,82.4252026561672,76.98203115008191,94.09769625013746,4.404863049880614,112.9456216976141,0.002379357128267628,0.0018352796072790376,0.0,5291.176374953204
BT-v1,bt,0.0,-1,,-1,BT-v2,10050,0,0.0,0,0,1,gun_kill,45.640984685474194,38.620429566027504,29.08501182392267,7.7350289541206765,88.01602148779148,0.0016466030742567762,0.0018944335691006928,0.0,4286.820175757365
BT-v1,bt,0.0,-1,,-1,BT-v2,10050,1,0.0,0,0,1,gun_kill,61.92553650512784,45.64996271539488,59.930705720113096,0.2262877948046187,60.58300394074571,0.0019975851020440387,0.0015096158238359263,0.0,4824.00199524132
BT-v1,bt,0.0,-1,,-1,BT-v2,10051,0,1.0,1,0,0,gun_kill,51.788496193031705,80.39918210590137,84.02815598495977,3.101866034162917,103.2801357487104,0.0017901027875805741,0.0027832608389320454,0.0,4636.3698709713435
BT-v1,bt,0.0,-1,,-1,BT-v2,10051,1,0.5,0,1,0,timeout,89.07980485563989,1.339067909718994,16.24434427083553,2.350587715103652,91.25063487926383,0.0022217469146784186,0.0013555666753915984,0.0,5302.851319691227
BT-v1,bt,0.0,-1,,-1,BT-v2,10052,0,1.0,1,0,0,gun_kill,39.530001757381925,85.53511602621138,35.68377529611344,4.546970323868078,75.31525251600728,0.002003802265990898,0.001197653666489309,0.0,5309.370679099244
BT-v1,bt,0.0,-1,,-1,BT-v2,10052,1,1.0,1,0,0,gun_kill,91.32370156506317,40.21420991507107,49.22616360621384,5.373549874885956,63.390247562607314,0.0023211762743635166,0.001269967802703146,0.0,4568.030698223748
BT-v1,bt,0.0,-1,,-1,BT-v2,10053,0,0.0,0,0,1,gun_kill,77.81653503517552,81.96869026699723,56.46161790877259,0.9820550270975676,87.77159081902248,0.0028094856175038124,0.003228564109569368,0.0,5043.184801418446
BT-v1,bt,0.0,-1,,-1,BT-v2,10053,1,0.0,0,0,1,gun_kill,86.61727105873595,22.516309745477102,55.71375458252831,6.174178215679176,94.06994677725687,0.0008912887402862345,0.0018281142245892433,0.0,5805.807183903224
BT-v1,bt,0.0,-1,,-1,BT-v2,10054,0,0.0,0,0,1,gun_kill,63.05712620272219,91.07583303834285,82.76241927281727,6.8414700821373415,39.61572390239715,0.0017615625449427996,0.0025317306044915734,0.0,3824.422487654053
BT-v1,bt,0.0,-1,,-1,BT-v2,10054,1,1.0,1,0,0,gun_kill,91.49394112253273,79.9269956479039,64.17678081403646,2.7587466914000363,80.37959870707938,0.001780370443744501,0.0013871270009691997,0.0,5570.403524145235
BT-v1,bt,0.0,-1,,-1,BT-v2,10055,0,1.0,1,0,0,gun_kill,64.49874568930488,16.486371752648665,38.00078966332565,0.1040613869990823,104.49866278480309,0.003542676886416089,0.002512245188088484,0.0,4805.384146909354
BT-v1,bt,0.0,-1,,-1,BT-v2,10055,1,0.0,0,0,1,gun_kill,56.21346523419489,26.75169724052795,4.9494207712161735,2.131192749866327,35.95906633842866,0.002281868812947146,0.00177213727891972,0.0,3551.504662210664
BT-v1,bt,0.0,-1,,-1,BT-v2,10056,0,1.0,1,0,0,gun_kill,112.50432672720062,14.87338924706233,9.483079072396784,7.765424466617621,90.02702675114725,0.002972980210305863,0.001534960536215969,0.0,3211.1691423605375
BT-v1,bt,0.0,-1,,-1,BT-v2,10056,1,0.0,0,0,1,gun_kill,67.62261037847321,39.24678243761738,13.530924400438927,0.9057590866502441,77.00213396192686,0.0013304880422828123,0.002138189556620021,0.0,4839.374033862643
BT-v1,bt,0.0,-1,,-1,BT-v2,10057,0,0.0,0,0,1,gun_kill,75.37843604500985,37.914767869986854,25.657270258042775,2.454773139639398,80.47263480231308,0.0015349505834524621,0.002750076838450554,0.0,3122.286981925843
BT-v1,bt,0.0,-1,,-1,BT-v2,10057,1,1.0,1,0,0,gun_kill,38.15870100824629,33.33434140297783,68.43766580709426,4.725717855238958,89.59148309624166,0.002338967889939459,0.003130041686995497,0.0,3888.7678651180286
