cond,d_star,d_star_090,d_star_095,d_star_099,fidelity_at_4,n_leaves,n_samples
HYB-s2-b100-a0.25,17.0,3.0,17.0,17.0,0.9255286502486609,3000.0,30911
HYB-s2-b100-a0.50,7.0,3.0,7.0,17.0,0.9397377101363849,112.0,33191
HYB-s2-b100-a0.75,17.0,3.0,17.0,17.0,0.9218864545971219,3216.0,31769
HYB-s2-b200-a0.25,17.0,4.0,17.0,17.0,0.9145507670021324,3155.0,29963
HYB-s2-b200-a0.50,17.0,4.0,17.0,17.0,0.9129101854075468,3710.0,30590
HYB-s2-b200-a0.75,17.0,6.0,17.0,17.0,0.8880818893476422,2680.0,32693
HYB-s2-b300-a0.25,8.0,3.0,8.0,17.0,0.9308302765491548,206.0,30253
HYB-s2-b300-a0.50,17.0,4.0,17.0,17.0,0.9045914203631876,3737.0,28721
HYB-s2-b300-a0.75,10.0,3.0,10.0,17.0,0.9233124802108807,619.0,34955
HYB-s3-b100-a0.25,17.0,5.0,17.0,17.0,0.8872240328305081,3154.0,31174
HYB-s3-b100-a0.50,17.0,3.0,17.0,17.0,0.9235997990903757,3769.0,32085
HYB-s3-b100-a0.75,17.0,3.0,17.0,17.0,0.9144259229124557,4145.0,33241
HYB-s3-b200-a0.25,17.0,3.0,17.0,17.0,0.925234792953301,2805.0,31882
HYB-s3-b200-a0.50,17.0,6.0,17.0,17.0,0.8846948142955157,3082.0,32387
HYB-s3-b200-a0.75,17.0,4.0,17.0,17.0,0.901499695902172,5147.0,34335
HYB-s3-b300-a0.25,17.0,4.0,17.0,17.0,0.9201465038307047,3048.0,32311
HYB-s3-b300-a0.50,17.0,4.0,17.0,17.0,0.9020781886196414,2696.0,30774
HYB-s3-b300-a0.75,17.0,7.0,17.0,17.0,0.8970647412668051,3528.0,33595
HYB-s4-b100-a0.25,17.0,3.0,17.0,17.0,0.9163177606888075,4307.0,31972
HYB-s4-b100-a0.50,17.0,3.0,17.0,17.0,0.9271965952351578,4914.0,31659
HYB-s4-b100-a0.75,11.0,4.0,11.0,17.0,0.9221511031819956,800.0,32983
HYB-s4-b200-a0.25,17.0,3.0,17.0,17.0,0.9186590733873239,3759.0,30372
HYB-s4-b200-a0.50,17.0,4.0,17.0,17.0,0.9179081146477991,4426.0,28091
HYB-s4-b200-a0.75,17.0,3.0,17.0,17.0,0.9258664907430826,4984.0,31214
HYB-s4-b300-a0.25,7.0,3.0,7.0,17.0,0.9187953769945288,114.0,30816
HYB-s4-b300-a0.50,17.0,3.0,17.0,17.0,0.9173697096741457,4299.0,31023
HYB-s4-b300-a0.75,17.0,3.0,17.0,17.0,0.9180979216647907,5554.0,34243
HYB-s5-b100-a0.25,6.0,3.0,6.0,17.0,0.9336886792367018,64.0,34044
HYB-s5-b100-a0.50,9.0,3.0,9.0,17.0,0.9239293665907974,334.0,32658
HYB-s5-b100-a0.75,17.0,3.0,17.0,17.0,0.9160447640529228,3502.0,33453
HYB-s5-b200-a0.25,17.0,3.0,17.0,17.0,0.9227619781287983,2524.0,30322
HYB-s5-b200-a0.50,17.0,4.0,17.0,17.0,0.920787979195001,2703.0,33285
HYB-s5-b200-a0.75,17.0,8.0,17.0,17.0,0.8841537123930509,2811.0,32982
HYB-s5-b300-a0.25,17.0,4.0,17.0,17.0,0.9061543930647139,3280.0,31528
HYB-s5-b300-a0.50,17.0,5.0,17.0,17.0,0.8894859193045862,3273.0,30193
HYB-s5-b300-a0.75,17.0,3.0,17.0,17.0,0.9127545167344069,4134.0,34378
HYB-s6-b100-a0.25,6.0,3.0,6.0,17.0,0.9268633345163689,63.0,32394
HYB-s6-b100-a0.50,6.0,3.0,6.0,17.0,0.9364328187150734,64.0,33500
HYB-s6-b100-a0.75,17.0,2.0,17.0,17.0,0.9195657052699316,5023.0,35389
HYB-s6-b200-a0.25,17.0,3.0,17.0,17.0,0.920482767334806,3531.0,32929
HYB-s6-b200-a0.50,17.0,4.0,17.0,17.0,0.913594422576362,4997.0,33399
HYB-s6-b200-a0.75,5.0,1.0,5.0,17.0,0.9366048523883845,32.0,34914
HYB-s6-b300-a0.25,17.0,3.0,17.0,17.0,0.9302783622349434,2916.0,33428
HYB-s6-b300-a0.50,17.0,3.0,17.0,17.0,0.9253058301895976,3581.0,33144
HYB-s6-b300-a0.75,6.0,2.0,6.0,17.0,0.9352908935611236,64.0,35297
HYB-s7-b100-a0.25,17.0,4.0,17.0,17.0,0.9106209467333042,3247.0,33387
HYB-s7-b100-a0.50,17.0,5.0,17.0,17.0,0.8968152323825933,2681.0,32100
HYB-s7-b100-a0.75,17.0,5.0,17.0,17.0,0.8996399546831176,3664.0,34668
HYB-s7-b200-a0.25,17.0,4.0,17.0,17.0,0.9008815052417077,3743.0,30263
HYB-s7-b200-a0.50,17.0,4.0,17.0,17.0,0.9005422060376427,3466.0,31550
HYB-s7-b200-a0.75,17.0,6.0,17.0,17.0,0.888506859702837,3039.0,31948
HYB-s7-b300-a0.25,17.0,3.0,17.0,17.0,0.9213250877988115,2988.0,30315
HYB-s7-b300-a0.50,17.0,4.0,17.0,17.0,0.9088033788885204,4062.0,33184
HYB-s7-b300-a0.75,17.0,17.0,17.0,17.0,0.893594392755891,2707.0,33700
HYB-s8-b100-a0.25,5.0,2.0,5.0,17.0,0.9358797791727309,32.0,31732
HYB-s8-b100-a0.50,14.0,3.0,14.0,17.0,0.9185146545729492,2128.0,30728
HYB-s8-b100-a0.75,17.0,2.0,17.0,17.0,0.9377172064421968,5812.0,34563
HYB-s8-b200-a0.25,17.0,3.0,17.0,17.0,0.9152678565763919,2869.0,32180
HYB-s8-b200-a0.50,17.0,5.0,17.0,17.0,0.8887476065836666,2759.0,32060
HYB-s8-b200-a0.75,17.0,17.0,17.0,17.0,0.8970958849670767,3055.0,32780
HYB-s8-b300-a0.25,17.0,4.0,17.0,17.0,0.9053024562118592,3074.0,34021
HYB-s8-b300-a0.50,17.0,5.0,17.0,17.0,0.889921165588744,3321.0,32126
HYB-s8-b300-a0.75,17.0,5.0,17.0,17.0,0.8916530432651373,3572.0,33954
HYB-s9-b100-a0.25,17.0,4.0,17.0,17.0,0.9122163736550477,3006.0,30141
HYB-s9-b100-a0.50,17.0,3.0,17.0,17.0,0.9259949953756359,3133.0,31239
HYB-s9-b100-a0.75,17.0,4.0,17.0,17.0,0.9086023700166072,3244.0,31622
HYB-s9-b200-a0.25,17.0,3.0,17.0,17.0,0.9307669129552391,2819.0,32848
HYB-s9-b200-a0.50,17.0,3.0,17.0,17.0,0.9140937158697199,2264.0,31653
HYB-s9-b200-a0.75,17.0,17.0,17.0,17.0,0.8813860712677108,4503.0,32989
HYB-s9-b300-a0.25,17.0,3.0,17.0,17.0,0.9142055741305617,3657.0,31685
HYB-s9-b300-a0.50,17.0,3.0,17.0,17.0,0.921909559809992,2951.0,28896
HYB-s9-b300-a0.75,17.0,2.0,17.0,17.0,0.9169260376942844,3670.0,33631
PPO-s0-b1000000,5.0,3.0,5.0,10.0,0.9394978073839254,32.0,36060
PPO-s0-b1500000,5.0,3.0,5.0,10.0,0.9409458991111785,32.0,36060
PPO-s0-b500000,4.0,3.0,4.0,10.0,0.9518785292896205,16.0,34049
PPO-s1-b1000000,7.0,6.0,7.0,17.0,0.8477871936986136,125.0,36060
PPO-s1-b1500000,4.0,3.0,4.0,7.0,0.9730003427387908,16.0,36060
PPO-s1-b500000,7.0,4.0,7.0,17.0,0.906574767447483,123.0,35050
RL-s0-b0-a1.00,2.0,1.0,2.0,17.0,0.9749631399800442,4.0,31100
RL-s0-b100-a1.00,8.0,3.0,8.0,17.0,0.9204671500785542,215.0,29091
RL-s0-b200-a1.00,4.0,1.0,4.0,17.0,0.952853330877906,16.0,34253
RL-s0-b300-a1.00,3.0,1.0,3.0,17.0,0.9657879878027142,8.0,35287
RL-s1-b100-a1.00,15.0,2.0,15.0,17.0,0.9259358984729622,2823.0,32497
RL-s1-b200-a1.00,17.0,3.0,17.0,17.0,0.9183590402195994,3675.0,33465
RL-s1-b300-a1.00,17.0,5.0,17.0,17.0,0.8981994883402624,2996.0,33946
RL-s10-b100-a1.00,9.0,4.0,9.0,17.0,0.9116172176148635,379.0,34602
RL-s10-b200-a1.00,17.0,4.0,17.0,17.0,0.9182646793858072,4326.0,33523
RL-s10-b300-a1.00,17.0,5.0,17.0,17.0,0.8911391693827496,4150.0,29785
RL-s11-b100-a1.00,6.0,2.0,6.0,17.0,0.9368866775520373,59.0,34294
RL-s11-b200-a1.00,5.0,3.0,5.0,17.0,0.9389176281624637,32.0,34836
RL-s11-b300-a1.00,3.0,2.0,3.0,17.0,0.9618636105087349,8.0,33975
RL-s12-b100-a1.00,4.0,1.0,4.0,17.0,0.95695954003598,16.0,33407
RL-s12-b200-a1.00,9.0,4.0,9.0,17.0,0.910542856052375,322.0,33200
RL-s12-b300-a1.00,8.0,4.0,8.0,17.0,0.9056624869893762,204.0,32583
RL-s13-b100-a1.00,5.0,2.0,5.0,17.0,0.9424600415713003,32.0,34756
RL-s13-b200-a1.00,6.0,4.0,6.0,17.0,0.9195536257491495,64.0,34514
RL-s13-b300-a1.00,9.0,5.0,9.0,17.0,0.8972071485302056,358.0,34332
RL-s14-b100-a1.00,7.0,4.0,7.0,17.0,0.9141956363345792,114.0,32970
RL-s14-b200-a1.00,9.0,4.0,9.0,17.0,0.9038896626317144,321.0,33079
RL-s14-b300-a1.00,11.0,5.0,11.0,17.0,0.8996333329175231,966.0,31033
RL-s15-b100-a1.00,4.0,2.0,4.0,17.0,0.955068659752,16.0,33426
RL-s15-b200-a1.00,4.0,2.0,4.0,17.0,0.9563603366636015,16.0,34475
RL-s15-b300-a1.00,4.0,2.0,4.0,17.0,0.9581204167113078,16.0,34409
RL-s16-b100-a1.00,6.0,3.0,6.0,17.0,0.9270838463658924,64.0,35218
RL-s16-b200-a1.00,6.0,3.0,6.0,17.0,0.9342487732170061,61.0,35090
RL-s16-b300-a1.00,17.0,5.0,17.0,17.0,0.8991041823480044,3457.0,35019
RL-s17-b100-a1.00,9.0,4.0,9.0,17.0,0.9019072023828242,329.0,33825
RL-s17-b200-a1.00,5.0,2.0,5.0,17.0,0.9407715324953368,32.0,33866
RL-s17-b300-a1.00,4.0,2.0,4.0,17.0,0.9591758481958845,16.0,33996
RL-s18-b100-a1.00,16.0,4.0,16.0,17.0,0.9033785744172275,2977.0,34526
RL-s18-b200-a1.00,6.0,1.0,6.0,17.0,0.9404969833091287,62.0,34901
RL-s18-b300-a1.00,9.0,3.0,9.0,17.0,0.932946122094987,358.0,34247
RL-s19-b100-a1.00,17.0,7.0,17.0,17.0,0.8611366982182914,4425.0,31493
RL-s19-b200-a1.00,4.0,2.0,4.0,17.0,0.9620612428693085,16.0,35266
RL-s19-b300-a1.00,5.0,2.0,5.0,17.0,0.9383493736815551,32.0,35146
RL-s2-b100-a1.00,6.0,3.0,6.0,17.0,0.9293113844947402,61.0,32705
RL-s2-b200-a1.00,7.0,3.0,7.0,17.0,0.9258647818832463,119.0,34629
RL-s2-b300-a1.00,6.0,4.0,6.0,17.0,0.923618598082829,63.0,34197
RL-s3-b100-a1.00,5.0,2.0,5.0,17.0,0.9467131246925043,32.0,34086
RL-s3-b200-a1.00,5.0,3.0,5.0,17.0,0.9311919272759567,32.0,35237
RL-s3-b300-a1.00,6.0,2.0,6.0,17.0,0.9314722870402549,61.0,34483
RL-s4-b100-a1.00,7.0,4.0,7.0,17.0,0.9224582280886785,104.0,33560
RL-s4-b200-a1.00,6.0,4.0,6.0,17.0,0.9372885220838404,64.0,31793
RL-s4-b300-a1.00,5.0,2.0,5.0,17.0,0.9449104162582058,32.0,35346
RL-s5-b100-a1.00,6.0,3.0,6.0,17.0,0.9277929378732573,62.0,34927
RL-s5-b200-a1.00,5.0,2.0,5.0,17.0,0.9328022684466543,32.0,33916
RL-s5-b300-a1.00,5.0,1.0,5.0,17.0,0.9440381768284404,32.0,34646
RL-s6-b100-a1.00,6.0,2.0,6.0,17.0,0.9453246962163797,64.0,34384
RL-s6-b200-a1.00,5.0,2.0,5.0,17.0,0.9364701166370626,32.0,35217
RL-s6-b300-a1.00,5.0,2.0,5.0,17.0,0.9470774548307749,32.0,35436
RL-s7-b100-a1.00,17.0,5.0,17.0,17.0,0.8908755335533293,3429.0,33854
RL-s7-b200-a1.00,9.0,4.0,9.0,17.0,0.9106125121352765,343.0,33635
RL-s7-b300-a1.00,7.0,4.0,7.0,17.0,0.9105768669969455,99.0,35273
RL-s8-b100-a1.00,3.0,2.0,3.0,17.0,0.9633995657977794,8.0,34637
RL-s8-b200-a1.00,9.0,3.0,9.0,17.0,0.922667654618445,362.0,33455
RL-s8-b300-a1.00,7.0,4.0,7.0,17.0,0.9101923367475905,109.0,34562
RL-s9-b100-a1.00,6.0,2.0,6.0,17.0,0.9439743980434213,60.0,30125
RL-s9-b200-a1.00,5.0,2.0,5.0,17.0,0.9392577428214798,31.0,33645
RL-s9-b300-a1.00,4.0,1.0,4.0,17.0,0.952744750518804,16.0,35098
SHD-s0-b300,7.0,4.0,7.0,17.0,0.9128072877034084,103.0,33311
SHD-s1-b300,17.0,6.0,17.0,17.0,0.8703760683755615,2330.0,31322
SHD-s10-b300,17.0,7.0,17.0,17.0,0.8335237602907257,4006.0,30109
SHD-s11-b300,17.0,4.0,17.0,17.0,0.9116467221327333,2238.0,29581
SHD-s12-b300,17.0,6.0,17.0,17.0,0.8685002508903275,4273.0,33273
SHD-s13-b300,17.0,5.0,17.0,17.0,0.8749098153028183,2932.0,33699
SHD-s14-b300,9.0,5.0,9.0,17.0,0.8975879539130618,343.0,29969
SHD-s15-b300,8.0,4.0,8.0,17.0,0.9015942757933454,187.0,32589
SHD-s16-b300,17.0,6.0,17.0,17.0,0.8774647409862424,2865.0,32621
SHD-s17-b300,7.0,4.0,7.0,17.0,0.9076158323557646,121.0,30291
SHD-s18-b300,17.0,4.0,17.0,17.0,0.9199978366588455,2653.0,33416
SHD-s19-b300,7.0,5.0,7.0,17.0,0.8981565918359202,112.0,34714
SHD-s2-b300,17.0,4.0,17.0,17.0,0.9086759817905589,3298.0,33482
SHD-s3-b300,17.0,5.0,17.0,17.0,0.8967931511198242,2337.0,32195
SHD-s4-b300,7.0,4.0,7.0,17.0,0.9075239313566639,112.0,31067
SHD-s5-b300,10.0,5.0,10.0,17.0,0.8993514237907172,567.0,31697
SHD-s6-b300,6.0,4.0,6.0,17.0,0.9287114774100091,63.0,33828
SHD-s7-b300,8.0,4.0,8.0,17.0,0.9119936619654487,200.0,32255
SHD-s8-b300,12.0,5.0,12.0,17.0,0.8840900549357509,1030.0,34707
SHD-s9-b300,6.0,3.0,6.0,17.0,0.9231121426892334,63.0,31792
