cond,opponent,wins,losses,pure_winrate,p_raw,p_holm,significant
RL-s5-b200-a1.00,BT-v3,121,21,0.852112676056338,2.817706125329532e-18,4.705569229300318e-16,True
RL-s5-b300-a1.00,BT-v2,94,23,0.8034188034188035,2.2313814815989472e-11,2.6330301482867576e-09,True
RL-s5-b300-a1.00,BT-v3,110,24,0.8208955223880597,2.3609723488994263e-14,3.2109223945032196e-12,True
RL-s6-b100-a1.00,BT-v2,101,28,0.7829457364341085,6.968772941670872e-11,8.083776612338211e-09,True
RL-s6-b100-a1.00,BT-v3,103,30,0.7744360902255639,1.4519005345745496e-10,1.6261285987234956e-08,True
RL-s6-b200-a1.00,BT-v2,82,29,0.7387387387387387,4.906490239983607e-07,4.1705167039860664e-05,True
RL-s6-b200-a1.00,BT-v3,105,25,0.8076923076923077,7.380343677887176e-13,9.151626160580099e-11,True
RL-s6-b300-a1.00,BT-v2,120,29,0.8053691275167785,2.3641233503845848e-14,3.2109223945032196e-12,True
RL-s6-b300-a1.00,BT-v3,133,27,0.83125,4.9756718274757104e-18,8.160101797060165e-16,True
RL-s7-b100-a1.00,BT-v2,24,48,0.3333333333333333,0.006309827313666047,0.3785896388199628,False
RL-s7-b100-a1.00,BT-v3,33,50,0.39759036144578314,0.07841962481580764,1.0,False
RL-s7-b200-a1.00,BT-v2,54,68,0.4426229508196721,0.23908881247691446,1.0,False
RL-s7-b200-a1.00,BT-v3,103,59,0.6358024691358025,0.0006813642297109454,0.0449700391609224,True
RL-s7-b300-a1.00,BT-v2,87,28,0.7565217391304347,3.184148874615075e-08,2.929416964645869e-06,True
RL-s7-b300-a1.00,BT-v3,116,29,0.8,1.5922199070946208e-13,2.0539636801520608e-11,True
